district,address,room_count,area,floors,house_type,price,latitude,longitude
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Specpr.,"49,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Specpr.,"49,000  €",51.77014725,-1.2649910410071945
Jugla,Brīvības 405,3,59,4/5,Specpr.,"49,000  €",56.989837,24.23725981932524
Purvciems,Andromedas g. 12,1,28,4/5,LT proj.,"32,000  €",56.9604406,24.1986457
Ziepniekkalns,Valdeķu 60,1,34,7/9,602.,300  €/mēn.,56.9009684,24.0955431864208
Pļavnieki,Salnas 14,1,33,3/9,602.,"29,990  €",56.94212835,24.223040747717693
centrs,Tērbatas 45,3,75,3/5,Renov.,"1,100  €/mēn.",56.9559795,24.1255046
centrs,Tērbatas 45,2,72,2/5,Renov.,830  €/mēn.,56.9559795,24.1255046
Ķengarags,Pelnu 2,2,49,4/5,LT proj.,"65,000  €",56.907464700000006,24.20039794999999
Teika,Ropažu 24,2,41,4/5,Hrušč.,"45,900  €",56.97824795,24.172178330511954
Ķengarags,Maskavas 425,2,50,7/9,467.,230  €/mēn.,56.8985114,24.208727951588536
centrs,Grostonas 12,4,130,3/6,Jaun.,"2,000  €/mēn.",,
Dārzciems,Vietalvas 18,2,53,4/5,103.,200  €/mēn.,56.944070100000005,24.17000512541289
centrs,Brīvības 150,4,104,3/6,P. kara,"129,000  €",56.9537963,24.117328
Klīversala,Valguma 31,3,116,2/6,Jaun.,"240,000  €",,
centrs,Matīsa 93,3,91,6/6,P. kara,"60,000  €",56.9564621,24.134618
centrs,Brīvības 66,2,47,5/6,P. kara,"100,000  €",56.9569427,24.1232516
Sarkandaugava,Alekša 2,1,25,1/2,Priv. m.,180  €/mēn.,56.99269815,24.126273501114355
centrs,Blaumaņa 6,4,122,1/6,P. kara,"270,000  €",56.95531725,24.12122731547085
Imanta,Kurzemes pr. 164,2,50,5/9,602.,"49,500  €",,
centrs,Lugažu 12,2,65,2/2,Staļina,"55,000  €",,
centrs,Vidus 11,3,136,3/5,Renov.,"520,000  €",56.9615303,24.10291659587181
Imanta,Slokas 195,2,49,4/5,LT proj.,"50,000  €",56.96237035,24.01677641136364
Ķengarags,Ķengaraga 10,2,36,2/5,Jaun.,300  €/ned.,56.9164136,24.165004167158852
centrs,Eksporta 3,2,61,5/5,P. kara,"121,000  €",56.9607829,24.098686292714888
Āgenskalns,Jelgavas 65,2,42,2/4,Renov.,"105,493  €",,
centrs,Krāsotāju 13,1,26,1/5,Renov.,"36,864  €",,
Zolitūde,Zolitūdes 36,2,55,3/9,119.,340  €/mēn.,56.9469888,24.001310330471867
Iļģuciems,Lidoņu 7,3,65,2/5,LT proj.,"50,000  €",56.97162175,24.06713282637923
Sarkandaugava,Patversmes 26,2,39,5/5,Hrušč.,230  €/mēn.,56.98890165,24.13568806503879
Purvciems,Lielvārdes 121,3,55,5/5,LT proj.,450  €/mēn.,56.95679325,24.203146549999992
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Renov.,"83,375  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Renov.,"83,375  €",51.77014725,-1.2649910410071945
centrs,Krāsotāju 13,3,67,1/5,Renov.,"83,375  €",,
centrs,Krāsotāju 13,1,29,1/5,Renov.,"41,040  €",,
Āgenskalns,Kuldīgas 39,2,58,5/5,Specpr.,"121,000  €",56.9472982,24.057628800000003
Pļavnieki,Kaudzīšu 10,3,63,5/9,602.,"69,000  €",56.93970899999999,24.200115123682487
centrs,Avotu 4,1,23,2/5,Renov.,350  €/mēn.,56.96441175,23.1551734
centrs,Krāsotāju 13,2,42,1/5,Renov.,"51,875  €",,
centrs,Krāsotāju 13,1,27,5/5,Renov.,"39,750  €",,
centrs,Krāsotāju 13,2,38,1/5,Renov.,"46,875  €",,
centrs,Dārzaugļu 8,1,28,5/6,Renov.,290  €/mēn.,,
centrs,Krāsotāju 13,2,36,1/5,Renov.,"45,125  €",,
centrs,Krāsotāju 13,1,32,1/5,Renov.,"45,360  €",,
centrs,Krāsotāju 13,1,28,5/5,Renov.,"42,228  €",,
Mežciems,Juglas 100,3,63,1/5,Jaun.,"162,000  €",56.97994145,24.20473026481536
centrs,Dzirnavu 66,2,71,6/6,P. kara,700  €/mēn.,56.9532739,24.1212758
centrs,Rūpniecības 27,2,54,1/7,Jaun.,"160,500  €",56.9663415,24.10326172386397
Ziepniekkalns,Bauskas 75,2,36,3/5,Specpr.,250  €/mēn.,56.91470935,24.11132602225998
Vecmīlgrāvis,Dombrovska 41,1,34,5/9,602.,"40,000  €",57.0338789,24.1038405
Pļavnieki,Grestes 5,2,50,3/7,602.,"52,000  €",56.93598955,24.20972839881465
Purvciems,Biķernieku 67,1,28,2/5,Hrušč.,200  €/mēn.,,
Jugla,Tirzas 3 k-4,2,38,3/5,Hrušč.,"33,800  €",56.98889685,24.226113289464344
centrs,Lāčplēša 116,2,41,7/7,P. kara,345  €/mēn.,55.8692828,26.5182187
centrs,Krāsotāju 13,1,30,2/5,Renov.,"43,935  €",,
Teika,Āraišu 24,4,104,1/2,P. kara,"158,000  €",56.97405195,24.1770369
Purvciems,Varavīksnes g. 2,4,76,5/9,602.,"78,000  €",56.9521953,24.2048373
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Renov.,"64,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Renov.,"64,000  €",51.77014725,-1.2649910410071945
centrs,Bruņinieku 121b,1,30,1/5,Renov.,"64,000  €",56.961172,24.1229335
Imanta,Kurzemes pr. 86,1,28,5/5,LT proj.,300  €/mēn.,,
centrs,Dzirnavu 6,3,88,4/4,Renov.,"240,000  €",56.9612002,24.107539410990757
centrs,Brīvības 95,3,86,4/7,Renov.,"189,000  €",56.96131475,24.131717044166592
centrs,Tērbatas 82A,2,58,1/6,P. kara,"73,000  €",56.9608672,24.13805111738441
Ķengarags,Lokomotīves 74,1,31,2/5,Hrušč.,"35,000  €",56.90309005,24.21051822062977
centrs,Krasta 11,3,71,3/6,Renov.,"149,500  €",56.9689934,23.1689825
centrs,Brīvības 95,3,75,2/3,Renov.,"171,580  €",56.96131475,24.131717044166592
Pļavnieki,Deglava 108-3,2,58,3/9,119.,"60,000  €",56.9466236,24.2044183
Imanta,Anniņmuižas 38 k-2,2,56,12/17,Jaun.,"109,000  €",56.9609692,24.016443262331222
Āgenskalns,Liepājas 40,2,43,1/4,Hrušč.,"55,000  €",56.92935125,24.06658412109682
centrs,Barona 24/26,3,73,4/6,Renov.,"260,000  €",56.95161295,24.12245714786153
Ķengarags,Prūšu 20,1,30,2/5,Hrušč.,"34,000  €",56.91425235,24.185483337505133
Imanta,Imantas 31,3,106,7/7,Specpr.,"144,000  €",56.9591697,24.027295934365863
Teika,Zālīša 5,2,54,5/5,103.,"68,000  €",56.9722915,24.178007
Āgenskalns,Āgenskalna 20,1,32,4/5,Hrušč.,"51,700  €",56.9468695,24.06506041732673
centrs,Maskavas 88,3,80,5/6,P. kara,700  €/mēn.,57.4025243,21.5704533
Cits,Jelgavas 63,2,57,3/6,Renov.,"92,000  €",,
Jugla,Silciema 7,2,44,2/5,Hrušč.,"34,500  €",56.98755415,24.23870921456892
Purvciems,Viršu 6,2,57,6/12,104.,"55,001  €",56.95210285,24.180505912186508
Jugla,Mārkalnes 1,1,18,3/5,Hrušč.,"6,700  €",56.9917901,24.2289408
Mežaparks,Jaunā Mežaparka 34,4,120,1/3,Jaun.,"307,000  €",56.99383675,24.15716377593282
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Jaun.,"269,700  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Jaun.,"269,700  €",51.77014725,-1.2649910410071945
Mežaparks,Jaunā Mežaparka 32,3,115,1/3,Jaun.,"269,700  €",56.99412125,24.15764838584528
Ķengarags,Lokomotīves 80,2,44,1/5,LT proj.,"43,000  €",56.90261215,24.212121438993705
Ķengarags,Rušonu 3,1,39,5/5,M. ģim.,"35,000  €",56.9127758,24.1826852
Pļavnieki,Ilūkstes 38,3,79,1/9,119.,"65,500  €",56.94537795,24.19853385
Ķengarags,Aglonas 33,3,53,5/5,Hrušč.,"52,000  €",56.9124243,24.185442185443197
Purvciems,Dzelzavas 15/1,1,31,4/5,Hrušč.,"32,900  €",56.9622361,24.1716621
Jaunciems,Jaunciema g. 79,1,38,1/3,Specpr.,"34,900  €",57.0473198,24.1756587
Ķengarags,Maskavas 423,1,31,4/5,LT proj.,"36,500  €",56.89988695,24.209253200000006
centrs,Matīsa 93,1,91,6/6,P. kara,"50,000  €",56.9564621,24.134618
centrs,Valdemāra 73,3,66,6/6,P. kara,"165,000  €",56.9622133,24.1233217
centrs,Brīvības 71,3,80,3/5,Renov.,"1,200  €/mēn.",56.9589224,24.12524037481344
centrs,Tērbatas 55,4,101,4/6,P. kara,500  €/mēn.,56.9570214,24.1281093
Purvciems,Ūnijas 70,3,60,2/5,LT proj.,"47,000  €",56.96220485,24.18099579048994
centrs,Marijas 18,4,99,6/7,Renov.,990  €/mēn.,56.9505809,24.12586875580611
Imanta,Jūrmalas g. 37a,2,53,2/3,Staļina,"59,000  €",56.9529998,24.0165749
centrs,Raiņa bulv. 31,2,89,1/6,P. kara,500  €/mēn.,,
centrs,Visvalža 3A,2,53,4/5,P. kara,"65,000  €",,
Ķengarags,Maskavas 260 k-7,2,45,1/5,Hrušč.,"29,000  €",56.9076107,24.17873672970414
Zolitūde,Liedes 28,2,57,1/4,Jaun.,500  €/mēn.,56.94283395,24.02040137468294
Purvciems,Dudajeva g. 3,2,48,1/5,LT proj.,"43,000  €",56.9575254,24.1942844
Pļavnieki,Ilūkstes 38,4,99,6/9,119.,"105,000  €",56.94537795,24.19853385
Iļģuciems,Lidoņu 1,3,79,1/3,Staļina,"72,000  €",56.9703268,24.07137766932911
Purvciems,Upeņu 19,1,35,2/8,Jaun.,50  €/dienā,56.96054655,24.19248658018755
Mežaparks,Inčukalna 2,3,79,1/5,Renov.,"169,000  €",56.9960407,24.14246281831603
Sarkandaugava,Tvaika 54,2,42,1/5,Hrušč.,"42,500  €",57.008275,24.1229574
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,P. kara,900  €/mēn.,51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,P. kara,900  €/mēn.,51.77014725,-1.2649910410071945
centrs,Blaumaņa 32,5,135,5/6,P. kara,900  €/mēn.,56.9520624,24.1254698
Torņakalns,Satiksmes 1,1,40,1/4,P. kara,170  €/mēn.,56.92745895,24.091479031541382
centrs,Barona 63,5,155,3/5,Renov.,900  €/mēn.,56.9572331,24.1326688
centrs,Mūrnieku 12,2,28,2/2,Renov.,"22,500  €",,
Teika,Palmu 11,1,34,5/5,103.,200  €/mēn.,56.979721350000005,24.180629376988392
Āgenskalns,M. Nometņu 7,1,32,2/5,P. kara,18  €/dienā,,
centrs,Marijas 15,3,91,6/6,P. kara,"227,500  €",56.95029005,24.12406799743038
Purvciems,Dzelzavas 81,2,49,8/9,467.,"66,000  €",56.957137,24.201173391462103
Zolitūde,Zolitūdes 36/1,1,45,8/9,119.,269  €/mēn.,56.9485467,23.9995972
Purvciems,Vaidavas 2,1,35,4/5,Specpr.,30  €/dienā,56.9651158,24.17605013260422
Sarkandaugava,Tilta 3,3,69,4/5,Specpr.,"87,000  €",56.99504395,24.127010310629814
Vecmīlgrāvis,Stiebru 7,1,43,4/5,M. ģim.,"30,000  €",57.0348164,24.09529034976264
Krasta r-ns,Krasta 86,2,67,5/11,Jaun.,"133,000  €",,
Teika,Bērzpils 65,3,58,1/2,Staļina,"69,900  €",56.9846638,24.197961300000003
Pļavnieki,Rembates 8,3,69,2/10,Jaun.,"145,000  €",56.94077425,24.230074618165425
Āgenskalns,Melnsila 20,3,59,5/5,Specpr.,"58,000  €",56.9459988,24.066092846559453
Pļavnieki,Pļavnieku 6,2,51,4/9,602.,"68,000  €",56.94192865,24.210909209797325
centrs,Elizabetes 29b,3,86,4/4,Renov.,900  €/mēn.,56.958696,24.109134579725165
Jugla,Brīvības 388,1,35,5/12,M. ģim.,"42,800  €",56.98643215,24.222461582838367
centrs,Lenču 2,2,57,2/6,P. kara,"109,000  €",56.9616145,24.1100341
centrs,Puškina 2,3,63,3/3,P. kara,"65,000  €",57.3913156,21.552374862904685
centrs,Krāsotāju 13,1,31,3/5,Renov.,"52,700  €",,
centrs,Krāsotāju 13,1,25,2/5,Renov.,"42,840  €",,
centrs,Krāsotāju 13,3,55,3/5,Renov.,"90,915  €",,
centrs,Krāsotāju 13,1,31,5/5,Renov.,"51,500  €",,
Purvciems,Stirnu 22,2,37,2/5,Specpr.,270  €/mēn.,56.95626335,24.18334655982182
Purvciems,Dudajeva g. 6,3,66,1/5,LT proj.,360  €/mēn.,56.9575254,24.1942844
Mežciems,Hipokrāta 17,1,32,8/9,602.,"35,000  €",56.96614445,24.23733730225384
Čiekurkalns,Čiekurkalna 2. l. 21,1,40,3/3,Renov.,260  €/mēn.,56.9834242,24.1592013
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Renov.,"84,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Renov.,"84,000  €",51.77014725,-1.2649910410071945
Teika,Vidrižu 4,2,53,3/9,Renov.,"84,000  €",56.9788671,24.1774824079002
Krasta r-ns,Zilupes 24,2,50,8/9,467.,350  €/mēn.,,
centrs,Alunāna 2,3,130,1/5,P. kara,"1,100  €/mēn.",56.9558836,24.1099178
Iļģuciems,Buļļu 40b,2,42,3/5,Hrušč.,"35,000  €",56.9677411,24.05126620939312
Ķengarags,Lokomotīves 80,3,61,3/5,LT proj.,"46,000  €",56.90261215,24.212121438993705
Teika,Bērzpils 3,2,42,4/5,Hrušč.,400  €/mēn.,56.9848186,24.1978461
Pļavnieki,Grestes 4,2,55,6/9,602.,350  €/mēn.,56.93638985,24.206615923577623
centrs,Katrīnas d. 16A,2,43,5/5,Hrušč.,460  €/mēn.,57.3961035,21.5695761
centrs,Čaka 33,1,34,4/7,Renov.,600  €/mēn.,56.9521436,24.1276865
centrs,Sadovņikova 47,1,30,5/5,P. kara,260  €/mēn.,,
Krasta r-ns,Salacas 1,1,30,2/4,Renov.,49  €/dienā,,
Mežaparks,Ezermalas 4,1,18,4/5,Renov.,"46,000  €",56.99634399999999,24.170959728687947
Imanta,Anniņmuižas 54,2,51,3/9,602.,"65,000  €",56.95764855,24.00823179260924
Pļavnieki,Ilūkstes 4,1,45,9/9,M. ģim.,"42,980  €",56.93391825,24.196113058652745
centrs,Kazarmu 2a,4,97,4/4,P. kara,"79,000  €",,
Ziepniekkalns,Valdeķu 54/2,3,62,7/9,602.,"59,000  €",56.8985515,24.0920612
Pļavnieki,Salnas 21,2,45,4/8,Jaun.,460  €/mēn.,56.942327,24.23009287799782
Jugla,Mārkalnes 1,1,18,3/5,M. ģim.,120  €/mēn.,56.9917901,24.2289408
Teika,Turaidas 6,2,46,3/5,Jaun.,650  €/mēn.,56.967642600000005,24.15859858876042
Mežciems,Druvienas 34,3,60,1/5,LT proj.,320  €/mēn.,56.9698179,24.23250115000001
Sarkandaugava,Priežu 14,1,21,2/3,Renov.,280  €/mēn.,56.9924301,24.1288484
centrs,Elijas 19,2,38,3/6,Renov.,300  €/mēn.,,
Purvciems,Stirnu 19,2,36,2/5,LT proj.,250  €/mēn.,56.95663,24.1819943
Teika,Brīvības 231,1,32,4/5,Hrušč.,270  €/mēn.,56.97667875,24.176255008198623
centrs,Dzirnavu 113,2,45,3/4,P. kara,350  €/mēn.,56.9497335,24.1258382
Iļģuciems,Dzirciema 57,3,60,2/9,467.,450  €/mēn.,56.96156055,24.05295580144329
Sarkandaugava,Tilta 24,2,49,4/4,P. kara,300  €/mēn.,56.9949274,24.128652313318533
Maskavas priekšpilsēta,Maskavas 213,3,59,6/9,467.,"57,500  €",,
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,119.,350  €/mēn.,51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,119.,350  €/mēn.,51.77014725,-1.2649910410071945
Purvciems,Ilūkstes 50,1,46,2/9,119.,350  €/mēn.,56.94963665,24.198608337000984
Mežciems,Hipokrāta 37,2,51,5/9,602.,"62,000  €",56.9597951,24.237752917383677
centrs,Ganu 3,2,34,1/2,P. kara,420  €/mēn.,56.9619549,24.109404
Purvciems,Ūnijas 38,1,22,1/2,Specpr.,300  €/mēn.,56.9625569,24.1815831
Dārzciems,Lubānas 47,1,29,2/3,Hrušč.,"35,500  €",56.93172465000001,24.177279739567982
Imanta,Vīksnes 21,4,320,7/8,Jaun.,"310,000  €",56.95789295,24.00103547044425
centrs,Ģertrūdes 100,2,42,2/5,P. kara,"89,000  €",56.95933,24.1190821
Teika,Ropažu 87,1,38,3/5,M. ģim.,"29,000  €",56.98238375,24.19034475
Imanta,Anniņmuižas 38k3,2,56,8/18,Jaun.,"119,000  €",56.9608756,24.015701800228435
Mežciems,Kaivas 50 k2,4,98,5/5,Jaun.,"169,000  €",56.9571247,24.2475937
Ķengarags,Prūšu 20,2,41,4/5,Hrušč.,390  €/mēn.,56.91425235,24.185483337505133
centrs,Baznīcas 13,3,123,5/5,P. kara,"1,300  €/mēn.",56.956462,24.1187486
centrs,Antonijas 16a,3,80,2/7,Jaun.,"260,000  €",56.95951295,24.11349492705972
Krasta r-ns,Zilupes 31,3,59,7/9,467.,"49,000  €",,
Jugla,Kvēles 35,1,33,2/5,LT proj.,350  €/mēn.,56.98280385,24.24821076410569
Imanta,Anniņmuižas 43,3,105,21/24,Jaun.,"195,000  €",56.9589929,24.01397786996067
Ziepniekkalns,Zaļenieku 40a,1,30,5/5,Hrušč.,320  €/mēn.,56.9050388,24.10127997534021
Zolitūde,Ruses 14,3,79,4/9,119.,"90,500  €",56.9472328,24.00428119416181
Ķengarags,J. Rancāna 6,1,31,5/5,Hrušč.,"31,000  €",,
centrs,Ģertrūdes 135,4,100,2/5,P. kara,"134,000  €",56.9582121,24.1213972
centrs,Bruņinieku 79B,2,34,1/2,P. kara,"53,000  €",56.9525102,24.13991867218528
Imanta,Kurzemes pr. 104A,1,28,3/5,LT proj.,260  €/mēn.,,
centrs,Dzirnavu 83,3,135,7/7,Jaun.,"2,500  €/mēn.",56.95355435,24.122246109100512
centrs,Visvalža 3,2,50,5/5,P. kara,395  €/mēn.,,
Iļģuciems,Garā 33,2,49,2/5,LT proj.,"41,900  €",,
centrs,Teātra 12,5,136,6/7,P. kara,"272,000  €",55.8661981,26.517645
centrs,Maskavas 48,2,28,1/4,Renov.,420  €/mēn.,57.4025243,21.5704533
Jugla,Murjāņu 36,2,43,1/5,LT proj.,"35,000  €",56.97863375,24.247480052995385
centrs,Laboratorijas 21,2,40,2/5,Specpr.,300  €/mēn.,,
Sarkandaugava,Sarkandaugavas 2,1,34,2/5,103.,"31,500  €",56.9951843,24.1265163
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,LT proj.,300  €/mēn.,51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,LT proj.,300  €/mēn.,51.77014725,-1.2649910410071945
Imanta,Jūrmalas g. 93,2,49,4/5,LT proj.,300  €/mēn.,56.9529998,24.0165749
Āgenskalns,Gardenes 5,2,41,4/5,Hrušč.,"51,800  €",56.92800055,24.074205289292436
centrs,Gogoļa 13,3,87,4/5,P. kara,690  €/mēn.,56.9464023,24.118269
centrs,Duntes 29,1,21,2/3,P. kara,"17,200  €",,
centrs,Maskavas 48A,1,20,5/6,Renov.,360  €/mēn.,57.4025243,21.5704533
Āgenskalns,Dreiliņu 16,2,40,2/5,Hrušč.,400  €/mēn.,56.9413267,24.0606631
Pļavnieki,Kaudzīšu 22,4,73,3/9,602.,500  €/mēn.,56.93855065,24.20157666062909
centrs,Tērbatas 6/8,3,109,5/6,P. kara,"245,000  €",56.9532451,24.1204527
Zolitūde,Liedes 2,3,89,3/4,Jaun.,600  €/mēn.,56.9444498,24.02558830413396
Ziepniekkalns,Valdeķu 15,2,50,5/5,Hrušč.,"64,300  €",56.9152963,24.096201565849253
Mežciems,Kaivas 50,1,32,4/5,Jaun.,"61,500  €",56.9571247,24.2475937
Teika,Zemgala 80,4,96,4/12,Jaun.,"230,000  €",56.9777452,24.16604241357143
Pļavnieki,Dravnieku 4,2,60,4/16,104.,"87,000  €",56.9433742,24.20904629661148
Vecrīga,Kalēju 37,3,50,3/4,Renov.,530  €/mēn.,56.9469015,24.1127752
Čiekurkalns,Ezermalas 2a,1,34,7/12,Čehu pr.,"51,500  €",56.9925421,24.193121253063588
centrs,Tērbatas 72,3,81,3/7,Jaun.,950  €/mēn.,56.95828285,24.132952709707837
centrs,Martas 9,3,92,2/5,P. kara,"1,000  €/mēn.",56.955227,24.128670987508468
Āgenskalns,M. Nometņu 3,2,54,3/6,Specpr.,"72,000  €",,
Klīversala,Raņķa d. 7,2,42,1/1,103.,320  €/mēn.,,
Krasta r-ns,Krīdenera d. 11,2,42,2/2,Priv. m.,320  €/mēn.,,
Mežciems,Biķernieku 216,2,53,3/5,103.,"68,000  €",56.9599931,24.2286894
Torņakalns,Ģimnastikas 6,3,62,2/5,LT proj.,"70,000  €",,
Purvciems,Pūces 43,2,73,2/6,Jaun.,"159,900  €",56.95305905,24.189578420504844
Dzegužkalns,Jūrmalas g. 1B,1,36,9/12,Čehu pr.,288  €/mēn.,,
Ķengarags,Maskavas 256/7,2,46,5/5,LT proj.,"41,500  €",56.8997798,24.2039578
Purvciems,Dzelzavas 21,2,44,4/5,Hrušč.,320  €/mēn.,56.96121715,24.174310820619613
Pļavnieki,Salnas 21,2,46,1/9,Jaun.,"81,500  €",56.942327,24.23009287799782
Šampēteris-Pleskodāle,Stendes 7,1,20,2/3,Specpr.,120  €/mēn.,56.9397069,24.0349581
centrs,Tērbatas 33/35,2,33,1/6,Renov.,"88,500  €",56.9552913,24.1242923
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,104.,130  €/mēn.,51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,104.,130  €/mēn.,51.77014725,-1.2649910410071945
Purvciems,Dzelzavas 38,1,13,8/12,104.,130  €/mēn.,56.9583699,24.1789809
Vecmīlgrāvis,Skuju 12,2,50,3/5,LT proj.,"34,000  €",57.03037595,24.10562754446474
Imanta,Slokas 183,2,49,3/9,602.,"50,000  €",56.9624436,24.01914687940092
centrs,Valdemāra 39,5,160,4/7,P. kara,"265,000  €",56.9585942,24.1172511
centrs,Miera 10,3,89,5/6,P. kara,600  €/mēn.,56.9610882,24.130431483509582
Ziepniekkalns,Ģimnastikas 6,3,62,2/5,LT proj.,"70,000  €",56.9161344,24.08880454844062
Pļavnieki,Tīnūžu 12,4,76,6/8,467.,"62,900  €",56.93400615,24.20752423188153
centrs,Pulkv. Brieža 46,2,39,2/3,Renov.,"88,150  €",,
Purvciems,Ilūkstes 42,1,43,7/9,119.,"50,000  €",56.9488063,24.19795503270792
Pļavnieki,Ulbrokas 12,1,40,3/5,M. ģim.,250  €/mēn.,56.94122905,24.217423167468997
Ķengarags,Salaspils 18,4,60,3/5,LT proj.,"67,000  €",56.9180308,24.18282595
Jaunciems,Gaileņu 2,1,23,1/2,P. kara,"9,670  €",57.04456385,24.1713785
centrs,Dzirnavu 6,3,88,4/4,Renov.,"240,000  €",56.9612002,24.107539410990757
centrs,Pērnavas 4,3,58,1/3,P. kara,450  €/mēn.,,
centrs,Stabu 62,2,47,1/4,P. kara,"94,000  €",56.9528546,24.1352223
centrs,Artilērijas 71,3,102,3/4,P. kara,"130,000  €",56.9547483,24.14789524378508
centrs,Bruņinieku 88,2,43,4/4,P. kara,"67,000  €",56.961172,24.1229335
Ziepniekkalns,Ozolciema 18,2,60,7/10,119.,"52,500  €",56.89859735,24.08767077416605
centrs,Dzirnavu 10,3,88,3/5,Renov.,"195,000  €",56.9609418,24.10796360617932
centrs,Dzirnavu 9,2,95,3/4,P. kara,"249,000  €",56.9610245,24.1085131
Purvciems,Deglava 122,3,76,2/9,119.,"89,000  €",56.9518031,24.165962
Ķengarags,Salaspils 12/1,2,50,5/5,LT proj.,250  €/mēn.,56.9221101,24.1811252
Imanta,Kleistu 11 k-1,3,77,7/12,Jaun.,"147,000  €",56.963977,24.0209203
centrs,Merķeļa 7,1,30,2/5,Renov.,500  €/mēn.,56.9488559,24.11897525334369
Teika,Ropažu 60a,2,65,2/3,Staļina,"85,000  €",56.9807139,24.1811389
Āgenskalns,Liepājas 2,4,145,5/6,Jaun.,"370,000  €",56.93337015,24.07760365777052
Iļģuciems,Vaidelotes 13,2,43,4/5,Hrušč.,"49,900  €",56.96655,24.0517451
centrs,Lienes 9,1,36,2/5,P. kara,"47,000  €",,
centrs,Matīsa 63,2,43,3/7,Renov.,"94,905  €",56.95417925,24.13994026860536
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,P. kara,"135,500  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,P. kara,"135,500  €",51.77014725,-1.2649910410071945
centrs,Brīvības 150,4,109,5/6,P. kara,"135,500  €",56.9537963,24.117328
Vecrīga,M. Smilšu 16,4,147,5/5,P. kara,"405,000  €",,
