district,address,room_count,area,floors,house_type,price,latitude,longitude
centrs,Katrīnas d. 6,2,45,1/3,Renov.,"86,775  €",57.3961035,21.5695761
Vecrīga,Vāgnera 8,4,76,2/5,P. kara,990  €/mēn.,56.9489106,24.1109949
Āgenskalns,Kristapa 10,1,13,2/4,Hrušč.,29  €/dienā,56.94320329999999,24.061899750012444
centrs,Valdemāra 41A,2,35,1/7,Jaun.,"141,200  €",56.95912665,24.11669989974679
Pļavnieki,Dzeņu 2,1,41,4/9,M. ģim.,"36,500  €",56.9399141,24.2087184740525
Ķengarags,Maskavas 250 k8,3,59,1/5,LT proj.,"57,000  €",56.91671825,24.171137998991533
centrs,Krasta 25,2,47,3/4,P. kara,"47,000  €",56.9689934,23.1689825
Āgenskalns,Daugavgrīvas 41,2,36,1/2,P. kara,"29,800  €",56.9441285,24.0836451
Ziepniekkalns,Irbenes 14,1,38,5/5,104.,250  €/mēn.,56.91262,24.0953657
Dārzciems,Skudru 39,2,55,3/5,103.,"63,000  €",56.93382955,24.19115668771846
centrs,Sadovņikova 22,1,26,1/4,Renov.,"59,000  €",,
centrs,Sadovņikova 22,2,36,2/4,Jaun.,"81,000  €",,
centrs,Cēsu 9,3,73,5/7,Jaun.,"1,100  €/mēn.",56.96779785,23.17826511485678
centrs,Zvaigžņu 2,2,50,1/5,P. kara,"99,900  €",57.3778046,21.5660475
Purvciems,Deglava 53,3,76,5/9,119.,"77,000  €",56.9518031,24.165962
Āgenskalns,Kuldīgas 45A,2,57,3/3,P. kara,"22,000  €",56.94521285,24.0558636462604
centrs,Stabu 86a,1,28,1/3,P. kara,"46,900  €",56.9599606,24.1209763
centrs,Tomsona 11,2,60,2/5,P. kara,"115,000  €",56.9643789,24.124732117151765
Maskavas priekšpilsēta,Pirts 9,1,25,1/4,P. kara,"24,990  €",,
Iļģuciems,Lidoņu 5,2,50,5/5,LT proj.,"35,000  €",56.9719042,24.06952528790947
Pļavnieki,Ilūkstes 34,2,62,8/9,119.,"70,000  €",56.945757400000005,24.19637785
centrs,Klijānu 6,2,53,3/9,Renov.,"85,000  €",,
Bolderāja,Tekstilnieku 20,1,20,2/3,Renov.,100  €/mēn.,57.0307978,24.0421227
centrs,Visvalža 3,2,51,5/5,P. kara,420  €/mēn.,,
centrs,Baznīcas 13,2,67,2/6,Renov.,"140,000  €",56.956462,24.1187486
centrs,Brīvības 159a,2,49,4/6,P. kara,380  €/mēn.,56.9537963,24.117328
Maskavas priekšpilsēta,Jersikas 21,1,21,3/4,Renov.,"42,000  €",,
Pļavnieki,Lubānas 129,1,42,2/9,M. ģim.,"40,000  €",56.9411711,24.237357
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,P. kara,900  €/mēn.,51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,P. kara,900  €/mēn.,51.77014725,-1.2649910410071945
Vecāķi,Mangaļu pr. 7b,1,35,1/1,P. kara,900  €/mēn.,,
Aplokciems,Krapes 8,1,29,3/3,Jaun.,"61,500  €",57.0235282,24.1445824
Ķengarags,Lokomotīves 22,2,52,4/5,Specpr.,"44,580  €",56.91512635,24.188201950000007
Ķengarags,Maskavas 317,1,35,10/11,Specpr.,"36,500  €",56.9086945,24.1843373
centrs,Alberta 2,4,159,2/4,P. kara,"680,000  €",56.9590315,24.110675206073143
Purvciems,Varavīksnes g. 14,2,50,9/9,602.,"48,000  €",56.9521953,24.2048373
Āgenskalns,Kliņģeru 2,2,59,1/3,P. kara,"76,000  €",56.9519387,24.070585639728293
Cits,Buļļu 44,1,27,3/3,P. kara,"16,000  €",,
centrs,Mastu 6,2,47,3/5,Specpr.,"70,000  €",,
centrs,Merķeļa 17,2,49,2/5,Staļina,650  €/mēn.,56.9510849,24.1151446
centrs,Valdemāra 41,3,80,1/7,Jaun.,"303,200  €",56.958691900000005,24.117341846559636
centrs,Klijānu 5,1,25,1/5,P. kara,"43,999  €",,
centrs,Bruņinieku 4,1,24,3/7,P. kara,360  €/mēn.,56.9615592,24.12452338944088
Imanta,Rigondas g. 7,1,33,8/12,Čehu pr.,"42,750  €",56.9648381,24.0191151
centrs,Bruņinieku 81,2,38,5/5,P. kara,220  €/mēn.,56.961172,24.1229335
Pļavnieki,Salnas 9,3,63,4/9,602.,"55,800  €",56.9426959,24.2234328
Mangaļi,Ezera 17,2,39,1/2,Renov.,"39,000  €",,
centrs,Miera 95a,2,40,5/7,P. kara,maiņai,56.959904,24.1290166
Āgenskalns,Kokles 12B,1,20,2/4,Renov.,350  €/mēn.,56.9340672,24.080851991354976
Maskavas priekšpilsēta,Jēkabpils 25,1,26,3/3,P. kara,"16,000  €",,
Čiekurkalns,Tēraudlietuves 8a,3,54,1/2,Specpr.,"125,000  €",56.9815791,24.1520132
centrs,Kalniņa 4,3,124,4/6,P. kara,"329,500  €",56.9495485,24.1209928
Iļģuciems,Stūres 7,3,60,4/5,LT proj.,"56,000  €",56.9710016,24.07009059999106
Āgenskalns,Ļermontova 4,3,53,3/3,Renov.,"146,228  €",56.94079885,24.071574446716056
Kleisti,Rātsupītes 3a,2,74,2/6,Jaun.,"145,000  €",56.98358345,24.0301714
Ziepniekkalns,Putnu 8,2,41,2/3,Specpr.,"44,000  €",56.91372265,24.109343350000007
Purvciems,Deglava 108,1,47,2/9,119.,"59,000  €",56.9518031,24.165962
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,P. kara,"24,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,P. kara,"24,000  €",51.77014725,-1.2649910410071945
Čiekurkalns,Čiekurkalna 2. l. 28,2,43,1/2,P. kara,"24,000  €",56.9834242,24.1592013
centrs,Valdemāra 23,3,101,5/6,Renov.,"225,000  €",55.8682539,26.521470200000003
Dārzciems,Zundānu 5,2,49,9/9,602.,"54,800  €",56.92980765,24.175101922275275
Teika,Ropažu 76,2,48,4/5,Hrušč.,"49,900  €",56.9821733,24.18587051447479
centrs,Avotu 66,2,62,4/5,P. kara,"69,000  €",56.9647377,23.1550558
centrs,Valdemāra 39,2,49,2/5,P. kara,450  €/mēn.,56.9585942,24.1172511
centrs,Laboratorijas 11,1,30,6/6,P. kara,230  €/mēn.,,
Teika,Bērzpils 7,3,53,1/5,Hrušč.,"79,000  €",56.9792925,24.1737087
Torņakalns,Vienības g. 96,2,42,1/2,P. kara,"23,000  €",56.9228443,24.0894133
centrs,Maskavas 108,1,30,1/2,Specpr.,"19,680  €",57.4025243,21.5704533
Teika,Bērzpils 73,3,39,2/2,Specpr.,"24,680  €",56.98486495,24.19984875
centrs,Zvaigžņu 27,1,24,3/5,P. kara,"31,900  €",57.3778046,21.5660475
Aplokciems,Briežu 7,1,27,1/6,Jaun.,370  €/mēn.,57.02216595,24.137799604973225
Torņakalns,Āpšu 12,2,44,2/2,M. ģim.,"35,000  €",56.9229434,24.092428477935385
Vecmīlgrāvis,Vecmīlgrāvja 1. l. 50,1,28,1/5,LT proj.,"29,900  €",57.0288589,24.1070599
centrs,Elizabetes 31a,6,213,5/5,P. kara,"650,000  €",56.958114,24.1105961
Daugavgrīva,Parādes 16,1,35,4/5,103.,"25,500  €",57.04010265,24.02762889232172
Purvciems,Pūces 47,3,82,5/7,Jaun.,"150,000  €",56.95340165,24.1910701048915
Sarkandaugava,Viestura pr. 33k1,2,47,1/9,Specpr.,"39,900  €",,
Krasta r-ns,Salacas 21,1,33,3/9,Specpr.,"35,500  €",,
Imanta,Kurzemes pr. 116,3,54,5/5,LT proj.,"43,000  €",56.9591123,23.9973565
Pļavnieki,Pavasara g. 5,4,76,8/9,602.,"80,000  €",56.9346184,24.198101
centrs,Tomsona 39,3,223,8/10,Jaun.,"315,000  €",56.96959025,24.130028022135523
Ziepniekkalns,Bikstu 6,2,58,3/5,Jaun.,"90,000  €",56.9081142,24.0842045
Purvciems,Dzelzavas 25,3,60,4/9,602.,350  €/mēn.,56.95966275,24.178497635441097
Imanta,Kurzemes pr. 128,3,63,5/9,602.,"53,900  €",,
Klīversala,St. Rusas 9-11,2,54,1/4,P. kara,"69,000  €",,
Āgenskalns,Gardenes 3,5,90,1/5,Hrušč.,"98,000  €",56.92838385,24.074890544549785
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,119.,"91,500  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,119.,"91,500  €",51.77014725,-1.2649910410071945
Zolitūde,Zolitūdes 46/2,3,75,2/9,119.,"91,500  €",56.9485467,23.9995972
centrs,Blaumaņa 9,3,66,5/6,Renov.,"164,000  €",56.9539256,24.1237609
Purvciems,Vaidavas 3A,1,34,1/6,Jaun.,"51,900  €",56.9633219,24.177793803758547
Imanta,Jūrmalas g. 101,2,51,2/9,602.,"61,000  €",56.9547607,23.9687572
Čiekurkalns,Čiekurkalna 4. šķ l. 9,1,34,1/5,Jaun.,"68,000  €",,
Purvciems,Pūces 53,4,107,7/9,467.,"81,700  €",56.95273165,24.19296819016417
Āgenskalns,Grīna bulv. 3,3,68,2/5,Staļina,"95,000  €",,
Purvciems,Stirnu 22,2,39,2/5,Specpr.,"37,000  €",56.95626335,24.18334655982182
Vecrīga,Kalēju 74,2,79,6/7,Jaun.,"190,000  €",56.945456,24.1115799
Ziepniekkalns,Ozolciema 12/3,3,77,5/10,119.,500  €/mēn.,56.8983868,24.0861138
Iļģuciems,Grīvas 17,1,30,2/5,Hrušč.,"47,000  €",56.96556795,24.049298674102268
Teika,Brīvības 229,2,41,3/5,Hrušč.,"51,000  €",56.9761938,24.175533699999995
Āgenskalns,Slokas 32,5,135,3/3,P. kara,"1,200  €/mēn.",56.9496924,24.0717572338069
centrs,Tomsona 2,3,113,1/6,P. kara,"165,000  €",56.96346405,24.12405597786933
Zolitūde,Rostokas 65,4,90,6/9,119.,"99,000  €",56.94886219999999,24.02273093551364
Purvciems,Dudajeva g. 9,2,50,4/5,LT proj.,260  €/mēn.,56.9575254,24.1942844
Jugla,Ciemupes 1,2,50,2/9,Jaun.,"83,000  €",56.9881961,24.246946592724093
Imanta,Progresa 7,1,35,2/5,Specpr.,35  €/dienā,56.9544415,24.03191415102637
Ķengarags,Aglonas 16,3,59,4/5,Hrušč.,"50,500  €",56.9101647,24.18655327153561
centrs,Dzirnavu 149a,2,65,4/4,Staļina,"100,000  €",56.946983,24.1255417
centrs,Valmieras 6,1,27,2/2,P. kara,"42,000  €",57.377958500000005,21.575711117102948
Purvciems,Dzelzavas 25,1,36,1/9,602.,"35,900  €",56.95966275,24.178497635441097
Sarkandaugava,Hāpsalas 12,2,44,3/3,Renov.,280  €/mēn.,57.0001777,24.1220278
Vecmīlgrāvis,Kreimeņu 3,2,56,1/1,103.,"47,000  €",57.03464345,24.08931879899556
Purvciems,Dzelzavas 74/1,2,75,5/12,Specpr.,"149,000  €",56.9622361,24.1716621
Purvciems,Dzelzavas 65,1,33,9/9,467.,"31,000  €",56.95635085,24.196227608685103
Vecmīlgrāvis,Baltāsbaznīcas 37,3,58,2/2,Specpr.,"38,500  €",57.036312,24.087872
centrs,Matīsa 33,2,48,3/5,P. kara,"57,000  €",56.95634975,24.135172639029797
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,LT proj.,"58,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,LT proj.,"58,000  €",51.77014725,-1.2649910410071945
Purvciems,Dzelzavas 95,2,50,2/5,LT proj.,"58,000  €",56.95561815,24.203216991703485
Vecrīga,Meierovica bulv. 6,4,99,5/5,P. kara,"260,000  €",,
Zolitūde,Liedes 28,3,90,3/4,Jaun.,"179,000  €",56.94283395,24.02040137468294
centrs,Valdemāra 100,3,91,5/5,Renov.,"140,000  €",56.9565184,24.1138584
Pļavnieki,Saharova 17,1,45,6/12,104.,"54,500  €",56.93714584999999,24.2018534
Čiekurkalns,Rusova 32,1,38,3/5,M. ģim.,260  €/mēn.,56.9864602,24.17476927500538
centrs,Tērbatas 42\44,3,94,4/5,P. kara,"147,000  €",56.9557775,24.126032
centrs,Vagonu 22,1,27,1/5,Renov.,40  €/dienā,,
Jugla,Brīvības 398,2,53,2/5,Specpr.,"58,000  €",56.9868157,24.22419718437208
centrs,Stabu 105,2,55,2/7,Renov.,420  €/mēn.,56.9599606,24.1209763
centrs,Valdemāra 97,2,60,4/5,P. kara,420  €/mēn.,56.9643707,24.126725444664714
centrs,Cēsu 9,2,96,5/7,Jaun.,"1,300  €/mēn.",56.96779785,23.17826511485678
VEF,Ūnijas 37,3,56,3/5,Specpr.,"89,000  €",,
Bolderāja,Lielupes 66,2,48,1/5,LT proj.,"39,000  €",57.0310692,24.05635
Jugla,Juglas 53,2,45,3/5,Hrušč.,"35,000  €",56.976472,24.2528525
Purvciems,Burtnieku 33,1,18,4/5,M. ģim.,"10,900  €",56.9664204,24.1816747
Ziepniekkalns,Ozolciema 16/6,3,75,7/10,119.,"73,000  €",56.8983868,24.0861138
centrs,Brīvības 218d,1,25,2/2,P. kara,250  €/mēn.,56.9537963,24.117328
Ziepniekkalns,Ozolciema 28,1,36,7/9,602.,385  €/mēn.,56.8993514,24.096424848169868
Āgenskalns,Kokles 12B,1,29,1/4,Renov.,300  €/mēn.,56.9340672,24.080851991354976
Pļavnieki,Tīnūžu 1A,2,42,2/5,Jaun.,450  €/mēn.,56.9347675,24.2069555
Čiekurkalns,Gaujas 29 k-2,3,64,2/2,P. kara,"45,000  €",56.9812474,24.1489074
Pļavnieki,J. Vācieša 8,2,53,3/9,602.,"55,000  €",,
Teika,Struktoru 5,3,60,3/3,Renov.,"84,140  €",56.97341895,24.17352089939652
centrs,Ģertrūdes 7,1,42,7/7,Specpr.,39  €/dienā,56.95855645,24.120925428111956
centrs,Pulkv. Brieža 21,5,265,7/7,Jaun.,"3,000  €/mēn.",,
Pļavnieki,Dzeņu 7,1,39,7/9,M. ģim.,"37,500  €",56.94071785,24.212607670668174
Imanta,Jūrmalas g. 93,3,61,1/5,LT proj.,"78,000  €",56.9529998,24.0165749
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,-,pērku ,51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,-,pērku ,51.77014725,-1.2649910410071945
Sarkandaugava,Viestura pr. 79,2,64,1/2,Staļina,"52,160  €",57.0054138,24.1289777
Purvciems,Stirnu 12A,5,161,3/4,Jaun.,"220,000  €",56.9531083,24.183743950000004
centrs,Ģertrūdes 113,2,68,6/6,P. kara,"125,000  €",56.9582121,24.1213972
Ķengarags,Salaspils 12/1,2,44,1/5,LT proj.,"51,200  €",56.9221101,24.1811252
Maskavas priekšpilsēta,Maskavas 163,3,66,2/6,P. kara,"80,000  €",,
Iļģuciems,Lidoņu 24,3,68,4/5,LT proj.,"57,500  €",56.97076335,24.05875943149117
Krasta r-ns,Zilupes 31,3,58,6/9,467.,"53,000  €",,
centrs,Eksporta 10,2,53,1/5,Staļina,400  €/mēn.,56.9593516,24.0983542
Pļavnieki,Salnas 6,2,51,2/9,602.,"62,000  €",56.9425705,24.219732574141247
centrs,Miķeļa 1,4,94,2/5,Specpr.,750  €/mēn.,56.95596325,24.1001553
Ziepniekkalns,Ozolciema 18,3,75,6/9,119.,"62,000  €",56.89859735,24.08767077416605
Ķengarags,Maskavas 293,3,75,5/12,Čehu pr.,"75,000  €",56.9154415,24.1758561
centrs,Tallinas 92a,2,42,1/6,Renov.,450  €/mēn.,56.9558628,24.1487193
Vecmīlgrāvis,Rinkas 7,3,64,1/9,602.,270  €/mēn.,57.03312625,24.102231172196724
centrs,Cēsu 9,4,104,6/7,Jaun.,"1,500  €/mēn.",56.96779785,23.17826511485678
Imanta,Kurzemes pr. 84,2,52,9/9,602.,"54,000  €",,
centrs,Tomsona 24,4,107,2/5,Renov.,"189,000  €",56.9650989,24.12669736442999
Dzegužkalns,Ūdens 12,1,65,3/4,Jaun.,"114,000  €",,
Āgenskalns,M. Nometņu 3,2,54,3/7,103.,500  €/mēn.,,
Ķengarags,Maskavas 267A,3,60,1/5,LT proj.,"50,000  €",56.92039,24.17307865
Sarkandaugava,Limbažu 7,1,26,2/3,P. kara,"22,500  €",57.000127,24.1233286
Teika,Dzērbenes 3a,3,75,1/5,Specpr.,"119,000  €",56.9802727,24.191826340433
centrs,Lejas 7,1,20,1/2,P. kara,200  €/mēn.,,
Purvciems,Ūnijas 68/2,2,59,3/9,Specpr.,"80,000  €",56.9625569,24.1815831
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Jaun.,"255,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Jaun.,"255,000  €",51.77014725,-1.2649910410071945
Berģi,Upesciema 13,4,170,2/3,Jaun.,"255,000  €",56.9908087,24.2909414
centrs,Valdemāra 57/59,4,109,4/7,P. kara,"136,625  €",56.960378,24.1197764
Ķengarags,Lokomotīves 48,2,49,1/5,LT proj.,"37,000  €",56.90837855,24.20066605
Āgenskalns,Kuģu 26,3,110,2/5,Renov.,"298,000  €",56.94553165,24.09232737837809
Mežaparks,Ķempes 5,3,75,6/12,Specpr.,"65,000  €",56.99514275,24.16672071861474
centrs,Pulkv. Brieža 7,2,38,1/6,P. kara,"98,000  €",,
Āgenskalns,Vīlipa 12,2,60,6/7,Jaun.,"127,925  €",56.94825305,24.055328563544386
centrs,Rūpniecības 27,3,69,4/7,Jaun.,"1,100  €/mēn.",56.9663415,24.10326172386397
Purvciems,Dzelzavas 13,2,41,1/5,Hrušč.,"49,000  €",56.9636785,24.170616738324554
Āgenskalns,Mārupes 47,3,47,2/2,P. kara,"26,600  €",56.92715705,24.07696565765467
Bieriņi,Ārlavas 3,3,47,2/2,Priv. m.,"26,600  €",56.9251457,24.08156413957944
Ķengarags,Prūšu 42,1,32,1/4,Hrušč.,"30,500  €",56.90991145,24.194353321605504
Jugla,Juglas 1,1,31,3/5,LT proj.,360  €/mēn.,56.9639938,24.2794782
centrs,Rūpniecības 27,2,56,6/6,Jaun.,950  €/mēn.,56.9663415,24.10326172386397
Pļavnieki,Ilūkstes 54/6,1,39,4/5,M. ģim.,"35,000  €",56.9366963,24.1951021
Purvciems,Pūces 43,3,77,7/8,Jaun.,"135,000  €",56.95305905,24.189578420504844
Ķengarags,Prūšu 73,2,49,3/5,LT proj.,"36,500  €",56.9068216,24.2021046
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,-,pērku ,51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,-,pērku ,51.77014725,-1.2649910410071945
centrs,Čaka 92,3,130,5/5,Jaun.,"250,000  €",56.9573865,24.1387883
Jugla,Veldres 11,3,58,3/5,LT proj.,380  €/mēn.,56.97476385,24.246166675099676
centrs,Bruņinieku 117,2,58,1/1,Renov.,800  €/mēn.,56.961172,24.1229335
Ziepniekkalns,Ozolciema 12k2,3,77,7/10,119.,"95,000  €",56.9011388,24.085388314082635
Ķengarags,Lokomotīves 62,2,49,5/5,LT proj.,"37,000  €",56.9066697,24.20501380558243
centrs,Baznīcas 13,3,77,2/5,P. kara,590  €/mēn.,56.956462,24.1187486
Ķengarags,Aglonas 10,3,60,5/5,LT proj.,"59,800  €",56.91101165,24.184239261847285
Maskavas priekšpilsēta,Daugavpils 8A,2,57,1/4,Jaun.,"95,900  €",,
Teika,Brīvības 227,2,47,4/5,Specpr.,"65,000  €",56.97597575,24.17477663450704
Mežaparks,Ezermalas 13,5,216,4/5,Jaun.,"340,000  €",56.99733515,24.1704467
Teika,Raunas 54A,3,77,5/5,Jaun.,"193,900  €",56.9678877,24.18559826144221
centrs,Ausekļa 11,3,80,4/6,Renov.,700  €/mēn.,56.9617633,24.099890644297435
Purvciems,Deglava 57,4,96,2/7,119.,"87,000  €",56.9518031,24.165962
centrs,Tērbatas 93/95,6,223,6/7,Staļina,"330,000  €",56.96106895,24.136976187013047
centrs,Lāčplēša 23,6,152,3/5,P. kara,"317,000  €",56.9554888,24.123479577160843
centrs,Lāčplēša 98,1,20,3/6,Renov.,250  €/mēn.,55.8692828,26.5182187
centrs,Piena 4,1,29,1/4,Renov.,"55,770  €",,
Ķengarags,Maskavas 256 k-5,2,48,4/5,Hrušč.,"52,500  €",56.9111363,24.175663178201628
Bolderāja,Velkoņu 2,2,46,4/5,103.,"38,500  €",57.0330084,24.03848686559638
Ķengarags,Festivāla 1,3,55,5/5,Specpr.,"60,000  €",56.90348145,24.20365505
Zolitūde,Rostokas 50,3,78,1/6,119.,"68,000  €",56.94829715,24.01601160789351
centrs,Tērbatas 93,6,223,5/6,Staļina,"330,000  €",56.96106895,24.136976187013047
centrs,Krasta 13,1,28,1/5,Renov.,"54,950  €",56.9689934,23.1689825
Mežaparks,Ezermalas 25,2,52,2/12,Čehu pr.,"79,999  €",57.000722,24.16894970470999
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,P. kara,120  €/mēn.,51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,P. kara,120  €/mēn.,51.77014725,-1.2649910410071945
centrs,Elizabetes 103,1,17,3/5,P. kara,120  €/mēn.,56.9472539,24.1233062
centrs,Birznieka-Upīša 27,4,110,2/6,P. kara,890  €/mēn.,56.9487525,24.1248249
centrs,Riepnieku 4,1,37,5/5,Staļina,"86,000  €",,
centrs,Stabu 61k2,3,74,1/6,P. kara,"130,000  €",56.95346425,24.135341800021976
Mežciems,Kaivas 50,3,70,4/5,Jaun.,"137,800  €",56.9571247,24.2475937
Mangaļi,Mores 7,3,60,3/5,Hrušč.,"62,000  €",,
Āgenskalns,Slokas 18,2,52,1/3,P. kara,"48,900  €",56.9470141,24.073701088558167
Jugla,Juglas 51,3,60,4/5,Hrušč.,"49,000  €",56.9768966,24.25351
Brekši,Biķernieku 258,1,34,2/2,P. kara,"32,500  €",56.961774950000006,24.30383255000001
Mežciems,Biķernieku 258,1,34,2/2,P. kara,"32,500  €",56.9599931,24.2286894
Ķengarags,Rušonu 5/1,2,50,5/5,LT proj.,"45,500  €",56.9127758,24.1826852
Zolitūde,Jūrkalnes 87,2,63,1/6,Jaun.,"103,000  €",56.9363971,24.01752472591033
centrs,Matīsa 41,1,22,1/2,Renov.,35  €/dienā,56.955527,24.137041349999997
Bieriņi,Codes 24,1,25,1/1,Priv. m.,300  €/mēn.,56.9157669,24.067626593447365
centrs,Brīvības 39a,4,93,6/6,Renov.,"1,250  €/mēn.",56.9561872,24.1202235
centrs,Cēsu 9,2,52,5/7,Jaun.,730  €/mēn.,56.96779785,23.17826511485678
centrs,Brīvības 99,3,85,5/6,P. kara,"138,600  €",56.9612473,24.1325901
Jugla,Auduma 35,2,43,4/5,Hrušč.,"37,900  €",56.9921929,24.23836617491188
centrs,Brīvības 148,1,25,2/6,P. kara,50  €/dienā,56.9537963,24.117328
centrs,Stabu 18A,4,135,4/5,P. kara,"209,000  €",56.9572204,24.1255561
Dārzciems,Zeltiņu 58,1,36,3/5,M. ģim.,"40,000  €",56.9459879,24.17708565
Purvciems,Nīcgales 46 а,1,24,1/5,103.,30  €/dienā,56.9534578,24.1747956
centrs,Blaumaņa 28a,3,100,6/7,Renov.,"285,000  €",56.9524574,24.12495970998348
centrs,Skolas 34,Citi,189,5/6,Specpr.,900  €/mēn.,56.9598583,24.12267499707032
Krasta r-ns,Krasta 86,3,53,7/11,Jaun.,700  €/mēn.,,
Imanta,Dammes 13,2,48,4/9,602.,"65,000  €",56.961793400000005,24.01070650737052
Āgenskalns,Mārtiņa 5a,2,55,1/2,P. kara,"75,000  €",56.94866135,24.07280577766224
Krasta r-ns,Krasta 86,1,38,6/11,Jaun.,590  €/mēn.,,
centrs,Marijas 25,3,106,5/7,P. kara,"185,000  €",56.9513321,24.1263756
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Jaun.,"125,000  €",51.77014725,-1.2649910410071945
Stāvs:,- ,Sērija:103.104.119.467.602.Čehu pr.Hrušč.LT proj.M. ģim.P. karaPriv. m.Renov.Specpr.StaļinaJaun. ,Sērija,Cena,Jaun.,"125,000  €",51.77014725,-1.2649910410071945
Jugla,Ciemupes 1,2,77,5/9,Jaun.,"125,000  €",56.9881961,24.246946592724093
Ķengarags,Maskavas 260/1,3,60,2/5,LT proj.,"72,000  €",56.8997798,24.2039578
Mežaparks,Ezermalas 4,1,19,1/5,Renov.,"41,360  €",56.99634399999999,24.170959728687947
Mežaparks,Ezermalas 4,1,19,2/5,Renov.,"40,920  €",56.99634399999999,24.170959728687947
Pļavnieki,Zemes 15,2,50,7/9,602.,400  €/mēn.,56.942374,24.201968937122075
Pļavnieki,Saharova 5/1,3,62,2/9,602.,"72,000  €",56.936889,24.20277
Teika,Raunas 45,2,43,4/4,Hrušč.,"52,000  €",56.9659443,24.188511174183176
Bieriņi,Abavas 1,2,33,1/2,P. kara,"36,000  €",56.9261752,24.079810613161257
centrs,Valdemāra 49,4,85,2/3,Renov.,900  €/mēn.,56.9592997,24.1184875
Mežciems,Druvienas 36,2,50,9/9,602.,"55,000  €",56.9705018,24.23270504271479
Ziepniekkalns,Līvciema 9/2,2,56,4/5,Specpr.,"73,000  €",56.9069598,24.1007651
centrs,Bruņinieku 47,3,73,5/6,P. kara,"135,000  €",56.95569875,24.13308654872702
Vecmīlgrāvis,Vanadziņa g. 7,3,68,4/5,LT proj.,"60,000  €",57.0323943,24.106556
Torņakalns,Altonavas 000,1,25,1/2,P. kara,"32,000  €",56.9270748,24.0800213
Āgenskalns,Altonavas 000,1,25,1/2,P. kara,"32,000  €",,
Vecmīlgrāvis,Sarmas 7,2,50,5/9,602.,"50,000  €",57.03912275,24.100361589421645
centrs,Elijas 20,3,76,4/4,P. kara,"98,800  €",,
